CdStationMesureEauxSurface;LbStationMesureEauxSurface;DurStationMesureEauxSurface;CoordXStationMesureEauxSurface;CoordYStationMesureEauxSurface;CdProjStationMesureEauxSurface;LibelleProjection;CodeCommune;LbCommune;CodeDepartement;LbDepartement;CodeRegion;LbRegion;CdMasseDEau;CdEuMasseDEau;NomMasseDEau;CdEuSsBassinDCEAdmin;NomSsBassinDCEAdmin;CdBassinDCE;CdEuBassinDCE;NomEuBassinDCE;CdTronconHydrographique;CdCoursdEau;NomCoursdEau;CodeTypEthStationMesureEauxSurface;LibelleTypEthStationMesureEauxSurface;ComStationMesureEauxSurface;DateCreationStationMesureEauxSurface;DateArretActiviteStationMesureEauxSurface;DateMAJInfosStationMesureEauxSurface;FinaliteStationMesureEauxSurface;LocPreciseStationMesureEauxSurface;CodeNatureStationMesureEauxSurface;LibelleNatureStationMesureEauxSurface;AltitudePointCaracteritisque;PkPointTronconEntiteHydroPrincipale;PremierMoisAnneeEtiage;SuperficieBassinVersantReel;SuperficieBassinVersantTopo
02001000;L'AUGRABEN À BARTENHEIM;;1038791;6736177;26;RGF93 / Lambert 93;68021;Bartenheim;68;Haut-Rhin;44;Grand Est;CR26;;;;;;;;A0230200;A02-0200;;2;Station qualité située sur un cours d'eau;Station sélectionnée dans le sous-réseau "RCS pesticides 25%";1971-01-01;;2023-04-04;;L'AUGRABEN À BARTENHEIM;0;Nature de la station inconnue;243;;;;13
02001006;L'ALTE-BACH À BLOTZHEIM (LEHMATTEN);;1036416;6731367;26;RGF93 / Lambert 93;68042;Blotzheim;68;Haut-Rhin;44;Grand Est;CR28;;;;;;;;A0240300;A0240300;;2;Station qualité située sur un cours d'eau;Risque d'assec estival (juillet-août ?);2004-01-01;2027-12-31;2023-09-25;;L'ALTE-BACH À BLOTZHEIM (LEHMATTEN);0;Nature de la station inconnue;281;;;;
02001016;LE SAURENTZ À WALTENHEIM;;1032286;6737746;26;RGF93 / Lambert 93;68357;Waltenheim;68;Haut-Rhin;44;Grand Est;CR29;;;;;;;;A0250300;A0250300;;2;Station qualité située sur un cours d'eau;;2001-05-01;;2022-04-28;;LE SAURENTZ À WALTENHEIM;0;Nature de la station inconnue;274;;;;
02001025;LE RIEDGRABEN À LANDSER;;1028974;6740387;26;RGF93 / Lambert 93;68174;Landser;68;Haut-Rhin;44;Grand Est;CR30;;;;;;;;A0260340;A0260340;;2;Station qualité située sur un cours d'eau;;2001-05-01;;2023-03-14;;LE RIEDGRABEN À LANDSER;0;Nature de la station inconnue;257;;;;
02001030;LE WEIHERBACHGRABEN À DIETWILLER;;1030170;6741973;26;RGF93 / Lambert 93;68072;Dietwiller;68;Haut-Rhin;44;Grand Est;CR30;;;;;;;;A0260300;A0260300;;2;Station qualité située sur un cours d'eau;;1990-12-01;;2021-05-05;;LE WEIHERBACHGRABEN À DIETWILLER;0;Nature de la station inconnue;249;;;;
02001458;LE MUHLBACH DE DAUBENSAND À OBENHEIM;;1048836;6816595;26;RGF93 / Lambert 93;67338;Obenheim;67;Bas-Rhin;44;Grand Est;CR34;;;;;;;;A0520300;A0520300;;2;Station qualité située sur un cours d'eau;;2017-01-01;2026-12-31;2021-11-18;;LE MUHLBACH DE DAUBENSAND À OBENHEIM;0;Nature de la station inconnue;0;;;;
02001500;LA LACHTER À BOOFZHEIM;;1046252;6813302;26;RGF93 / Lambert 93;67055;Boofzheim;67;Bas-Rhin;44;Grand Est;CR35;;;;;;;;A0530310;A0530310;;2;Station qualité située sur un cours d'eau;;1991-01-01;;2023-03-14;;LA LACHTER À BOOFZHEIM;0;Nature de la station inconnue;160;;;;
02001725;L'ISCHERT À SUNDHOUSE;;1044874;6806422;26;RGF93 / Lambert 93;67486;Sundhouse;67;Bas-Rhin;44;Grand Est;CR33;;;;;;;;A0430300;A0430300;;2;Station qualité située sur un cours d'eau;;1997-01-01;;2023-09-25;;L'ISCHERT À SUNDHOUSE;0;Nature de la station inconnue;164;;;;52.5
02001738;LE MÜHLBACH DE GERSTHEIM (= LACHTER) À GERSTHEIM;;1048066;6818543;26;RGF93 / Lambert 93;67154;Gerstheim;67;Bas-Rhin;44;Grand Est;CR35;;;;;;;;A0530310;A0530310;;2;Station qualité située sur un cours d'eau;Risque d'assec estival (juillet-août);2011-01-01;;2023-09-25;;LE MÜHLBACH DE GERSTHEIM (= LACHTER) À GERSTHEIM;0;Nature de la station inconnue;154;;;;
02001750;L'ILL À OLTINGUE;;1030620;6718952;26;RGF93 / Lambert 93;68248;Oltingue;68;Haut-Rhin;44;Grand Est;CR16;;;;;;;;A1000030;A---0030;;2;Station qualité située sur un cours d'eau;;1991-01-01;;2022-04-05;;L'ILL À OLTINGUE;0;Nature de la station inconnue;403;;;;36.01
02001945;LE HIRTZBACH À HIRSINGUE;;1017309;6727900;26;RGF93 / Lambert 93;68138;Hirsingue;68;Haut-Rhin;44;Grand Est;CR41;;;;;;;;A1040370;A1040370;;2;Station qualité située sur un cours d'eau;;2008-01-01;2026-12-31;2023-01-16;;LE HIRTZBACH À HIRSINGUE;0;Nature de la station inconnue;353;;;;
02001990;LE DORFBAECHLE À CARSPACH (HOEFFELMATT);;1013460;6731474;26;RGF93 / Lambert 93;68062;Carspach;68;Haut-Rhin;44;Grand Est;CR42;;;;;;;;A1040530;A1040530;;2;Station qualité située sur un cours d'eau;;2008-01-01;2020-12-31;2020-03-03;;LE DORFBAECHLE À CARSPACH (HOEFFELMATT);0;Nature de la station inconnue;326;;;;
02002000;L'ILL À CARSPACH;;1016715;6732366;26;RGF93 / Lambert 93;68062;Carspach;68;Haut-Rhin;44;Grand Est;CR17;;;;;;;;A1050030;A---0030;;2;Station qualité située sur un cours d'eau;;1971-01-01;;2022-08-03;;L'ILL À CARSPACH;0;Nature de la station inconnue;293;;;;221.96
02002800;LE ZIPFELGRABEN À ASPACH;;1017944;6734680;26;RGF93 / Lambert 93;68010;Aspach;68;Haut-Rhin;44;Grand Est;CR43;;;;;;;;A1050320;A1050320;;2;Station qualité située sur un cours d'eau;;2009-01-01;;2022-04-05;;LE ZIPFELGRABEN À ASPACH;0;Nature de la station inconnue;295;;;;
02003100;LE THALBACH À WITTERSDORF;;1020958;6733349;26;RGF93 / Lambert 93;68377;Wittersdorf;68;Haut-Rhin;44;Grand Est;CR36;;;;;;;;A1070200;A10-0200;;2;Station qualité située sur un cours d'eau;;1992-01-01;;2022-04-07;;LE THALBACH À WITTERSDORF;0;Nature de la station inconnue;284;;;;69.29
02003200;L'ILL À TAGOLSHEIM;;1020106;6736885;26;RGF93 / Lambert 93;68332;Tagolsheim;68;Haut-Rhin;44;Grand Est;CR17;;;;;;;;A1080030;A---0030;;2;Station qualité située sur un cours d'eau;;1987-01-01;;2023-06-28;;L'ILL À TAGOLSHEIM;0;Nature de la station inconnue;268;;;;323.54
02003350;LA LARGUE À SEPPOIS-LE-BAS;;1013936;6723763;26;RGF93 / Lambert 93;68305;Seppois-le-Bas;68;Haut-Rhin;44;Grand Est;CR704;;;;;;;;A1110200;A11-0200;;2;Station qualité située sur un cours d'eau;Station anciennement classée TP18 mais reclassée en TP5: le diagnostic d'état I2M2 était extrêmement clément en TP18 (peu de références pour fournir une limite fiable du BE) et semble plus pertinent avec un classement TP5 (plus sévère)\; NB: la MESUP FRCR704 LARGUE 1 était et reste classée TP5;1985-01-01;;2023-03-14;;LA LARGUE À SEPPOIS-LE-BAS;0;Nature de la station inconnue;371;;;;68.19
02003397;LE RUISSEAU DE LARGITZEN À FRIESEN;;1012918;6726008;26;RGF93 / Lambert 93;68098;Friesen;68;Haut-Rhin;44;Grand Est;CR703;;;;;;;;A1110410;A1110410;;2;Station qualité située sur un cours d'eau;;2017-01-01;2026-12-31;2022-09-22;;LE RUISSEAU DE LARGITZEN À FRIESEN;0;Nature de la station inconnue;0;;;;
02003400;LA LARGUE À FRIESEN;;1012059;6726660;26;RGF93 / Lambert 93;68098;Friesen;68;Haut-Rhin;44;Grand Est;CR705;;;;;;;;A1120200;A11-0200;;2;Station qualité située sur un cours d'eau;;1976-01-01;;2022-04-04;;LA LARGUE À FRIESEN;0;Nature de la station inconnue;350;;;;98.7
02003610;L'ELBAECHEL À WOLFERSDORF;;1008525;6734338;26;RGF93 / Lambert 93;68378;Wolfersdorf;68;Haut-Rhin;44;Grand Est;CR47;;;;;;;;A1120730;A1120730;;2;Station qualité située sur un cours d'eau;;1994-01-01;2026-12-31;2023-09-15;;L'ELBAECHEL À WOLFERSDORF;0;Nature de la station inconnue;0;;;;
02003617;LE TRAUBACH À TRAUBACH-LE-BAS;;1007973;6736282;26;RGF93 / Lambert 93;68336;Traubach-le-Bas;68;Haut-Rhin;44;Grand Est;CR48;;;;;;;;A1130300;A1130300;;2;Station qualité située sur un cours d'eau;;2014-01-01;2020-12-31;2020-12-11;;LE TRAUBACH À TRAUBACH-LE-BAS;0;Nature de la station inconnue;0;;;;
02003670;LE SOULTZBACH À BALSCHWILLER;;1012510;6737738;26;RGF93 / Lambert 93;68018;Balschwiller;68;Haut-Rhin;44;Grand Est;CR50;;;;;;;;A1140540;A1140540;;2;Station qualité située sur un cours d'eau;;1994-01-01;;2021-11-08;;LE SOULTZBACH À BALSCHWILLER;0;Nature de la station inconnue;277;;;;
02003800;LA LARGUE À SPECHBACH-LE-BAS;;1016827;6737563;26;RGF93 / Lambert 93;68320;Spechbach;68;Haut-Rhin;44;Grand Est;CR705;;;;;;;;A1150200;A11-0200;;2;Station qualité située sur un cours d'eau;;1997-01-01;;2019-03-26;Evaluation Sortie U. Réf. SAGE;LA LARGUE À SPECHBACH-LE-BAS;0;Nature de la station inconnue;265;;;;245.99
02004000;L'ILL À BRUNSTATT;;1022767;6744048;26;RGF93 / Lambert 93;68056;Brunstatt-Didenheim;68;Haut-Rhin;44;Grand Est;CR18;;;;;;;;A1160030;A---0030;;2;Station qualité située sur un cours d'eau;;1971-01-01;;2023-03-14;;L'ILL À BRUNSTATT;0;Nature de la station inconnue;245;;;;654.22
02004300;LA DOLLER À SEWEN (LERCHENMATT);;991481;6751802;26;RGF93 / Lambert 93;68307;Sewen;68;Haut-Rhin;44;Grand Est;CR53;;;;;;;;A1200200;A12-0200;;2;Station qualité située sur un cours d'eau;;2005-01-01;;2022-08-09;;LA DOLLER À SEWEN (LERCHENMATT);0;Nature de la station inconnue;585;;;;8.86
02004990;LE MICHELBACH À MICHELBACH;;1006209;6748194;26;RGF93 / Lambert 93;68115;Guewenheim;68;Haut-Rhin;44;Grand Est;CR60;;;;;;;;A1230500;A1230500;;2;Station qualité située sur un cours d'eau;;2009-01-01;;2020-12-10;;LE MICHELBACH À MICHELBACH;0;Nature de la station inconnue;363;;;;
02005688;LE BAERENBACH À REININGUE (ABBAYE D'OELENBERG);;1014997;6746634;26;RGF93 / Lambert 93;68267;Reiningue;68;Haut-Rhin;44;Grand Est;CR61;;;;;;;;A1240520;A1240520;;2;Station qualité située sur un cours d'eau;;2014-01-01;2020-12-31;2020-12-11;;LE BAERENBACH À REININGUE (ABBAYE D'OELENBERG);0;Nature de la station inconnue;0;;;;
02005700;LA DOLLER À REININGUE;;1017040;6746858;26;RGF93 / Lambert 93;68267;Reiningue;68;Haut-Rhin;44;Grand Est;CR57;;;;;;;;A1250200;A12-0200;;2;Station qualité située sur un cours d'eau;;1973-01-01;;2023-03-14;Evaluation Sortie U. Réf. SAGE;LA DOLLER À REININGUE;0;Nature de la station inconnue;263;;;;178.45
02006450;LE GROSS RUNZGRABEN À BURNHAUPT-LE-BAS (NIEDERHOLZ);;1013162;6743996;26;RGF93 / Lambert 93;68059;Burnhaupt-le-Bas;68;Haut-Rhin;44;Grand Est;CR63;;;;;;;;A1250640;A1250640;;2;Station qualité située sur un cours d'eau;;2009-01-01;2020-12-31;2018-06-18;;LE GROSS RUNZGRABEN À BURNHAUPT-LE-BAS (NIEDERHOLZ);0;Nature de la station inconnue;284;;;;
02007000;L'ILL À RUELISHEIM;;1026058;6755610;26;RGF93 / Lambert 93;68289;Ruelisheim;68;Haut-Rhin;44;Grand Est;CR19;;;;;;;;A1300030;A---0030;;2;Station qualité située sur un cours d'eau;;1971-01-01;;2023-03-14;;L'ILL À RUELISHEIM;0;Nature de la station inconnue;226;;;;892
02009000;LA THUR À WILLER-SUR-THUR;;1004262;6757052;26;RGF93 / Lambert 93;68372;Willer-sur-Thur;68;Haut-Rhin;44;Grand Est;CR709;;;;;;;;A1430200;A14-0200;;2;Station qualité située sur un cours d'eau;;1971-01-01;;2023-09-18;;LA THUR À WILLER-SUR-THUR;0;Nature de la station inconnue;370;;;;159.04
02009085;LE WISSBACH A WILLER-SUR-THUR (MITTELRAIN);;1004891;6759910;26;RGF93 / Lambert 93;68372;Willer-sur-Thur;68;Haut-Rhin;44;Grand Est;CR74;;;;;;;;A1430690;A1430690;;2;Station qualité située sur un cours d'eau;Code provisoire : New-CR74;2018-01-01;2021-12-31;2022-04-05;;LE WISSBACH A WILLER-SUR-THUR (MITTELRAIN);0;Nature de la station inconnue;0;;;;
02010000;LA THUR À STAFFELFELDEN;;1018958;6756008;26;RGF93 / Lambert 93;68321;Staffelfelden;68;Haut-Rhin;44;Grand Est;CR69;;;;;;;;A1460200;A14-0200;;2;Station qualité située sur un cours d'eau;Station sélectionnée dans le sous-réseau "RCS pesticides 25%";1971-01-01;;2023-09-25;;LA THUR À STAFFELFELDEN;0;Nature de la station inconnue;246;;;;249.5
02011000;LA THUR À ENSISHEIM;;1024084;6760864;26;RGF93 / Lambert 93;68082;Ensisheim;68;Haut-Rhin;44;Grand Est;CR69;;;;;;;;A1460200;A14-0200;;2;Station qualité située sur un cours d'eau;;1967-01-01;;2023-01-17;Evaluation Sortie U. Réf. SAGE;LA THUR À ENSISHEIM;0;Nature de la station inconnue;216;;;;259.5
02013000;L'ILL À OBERHERGHEIM;;1028074;6772168;26;RGF93 / Lambert 93;68242;Oberhergheim;68;Haut-Rhin;44;Grand Est;CR19;;;;;;;;A1470030;A---0030;;2;Station qualité située sur un cours d'eau;Station sélectionnée dans le sous-réseau "RCS pesticides 25%";1967-01-01;;2023-09-15;;L'ILL À OBERHERGHEIM;0;Nature de la station inconnue;202;;;;1279.8
02015500;LA LAUCH À LINTHAL (SAEGMATTEN);;1006588;6768122;26;RGF93 / Lambert 93;68188;Linthal;68;Haut-Rhin;44;Grand Est;CR77;;;;;;;;A1500200;A15-0200;;2;Station qualité située sur un cours d'eau;;1992-01-01;;2022-03-01;;LA LAUCH À LINTHAL (SAEGMATTEN);0;Nature de la station inconnue;500;;;;26.16
02016050;LA LAUCH À BUHL (AVAL);;1013303;6766444;26;RGF93 / Lambert 93;68058;Buhl;68;Haut-Rhin;44;Grand Est;CR79;;;;;;;;A1510200;A15-0200;;2;Station qualité située sur un cours d'eau;;1986-01-01;;2022-11-22;;LA LAUCH À BUHL (AVAL);0;Nature de la station inconnue;326;;;;65.02
02017000;LA LAUCH À MERXHEIM;;1020405;6765764;26;RGF93 / Lambert 93;68203;Merxheim;68;Haut-Rhin;44;Grand Est;CR79;;;;;;;;A1520200;A15-0200;;2;Station qualité située sur un cours d'eau;;1971-01-01;;2023-03-14;;LA LAUCH À MERXHEIM;0;Nature de la station inconnue;217;;;;89.48
02017500;L'OHMBACH À ROUFFACH (BADENMUEHLE);;1019071;6769543;26;RGF93 / Lambert 93;68287;Rouffach;68;Haut-Rhin;44;Grand Est;CR82;;;;;;;;A1530300;A1530300;;2;Station qualité située sur un cours d'eau;;1986-01-01;2020-12-31;2020-03-03;;L'OHMBACH À ROUFFACH (BADENMUEHLE);0;Nature de la station inconnue;220;;;;43.83
02017850;LE LOHBACH À REGUISHEIM;;1022399;6764491;26;RGF93 / Lambert 93;68266;Réguisheim;68;Haut-Rhin;44;Grand Est;CR80;;;;;;;;A1550212;A15-0212;;2;Station qualité située sur un cours d'eau;;2009-01-01;;2023-09-25;;LE LOHBACH À REGUISHEIM;0;Nature de la station inconnue;213;;;;
02018000;LA LAUCH À HERRLISHEIM-PRES-COLMAR;;1022732;6777246;26;RGF93 / Lambert 93;68134;Herrlisheim-près-Colmar;68;Haut-Rhin;44;Grand Est;CR78;;;;;;;;A1560200;A15-0200;;2;Station qualité située sur un cours d'eau;;1967-01-01;;2021-12-01;;LA LAUCH À HERRLISHEIM-PRES-COLMAR;0;Nature de la station inconnue;195;;;;296.8
02018500;L'ILL À COLMAR (MAISON ROUGE);;1028743;6792597;26;RGF93 / Lambert 93;68066;Colmar;68;Haut-Rhin;44;Grand Est;CR20;;;;;;;;A1610030;A---0030;;2;Station qualité située sur un cours d'eau;;1997-01-01;;2022-04-04;;L'ILL À COLMAR (MAISON ROUGE);0;Nature de la station inconnue;180;;;;1821.8
02018780;LA PETITE FECHT À STOSSWIHR (B);;1002465;6780412;26;RGF93 / Lambert 93;68329;Stosswihr;68;Haut-Rhin;44;Grand Est;CR95;;;;;;;;A2020300;A2020300;;2;Station qualité située sur un cours d'eau;Station sélectionnée dans le sous-réseau "RCS pesticides 25%";2005-01-01;;2022-04-04;;LA PETITE FECHT À STOSSWIHR (B);0;Nature de la station inconnue;519;;;;10.02
02019000;LA FECHT À WALBACH;;1015630;6782934;26;RGF93 / Lambert 93;68354;Walbach;68;Haut-Rhin;44;Grand Est;CR85;;;;;;;;A2040100;A2--0100;;2;Station qualité située sur un cours d'eau;;1971-01-01;;2023-09-18;;LA FECHT À WALBACH;0;Nature de la station inconnue;269;;;;212.2
02020000;LA WEISS À SIGOLSHEIM;;1020853;6789816;26;RGF93 / Lambert 93;68162;Kaysersberg Vignoble;68;Haut-Rhin;44;Grand Est;CR98;;;;;;;;A2130200;A21-0200;;2;Station qualité située sur un cours d'eau;;1971-01-01;;2020-03-03;;LA WEISS À SIGOLSHEIM;0;Nature de la station inconnue;202;;;;167.26
02021000;LA FECHT À GUEMAR;;1026888;6796518;26;RGF93 / Lambert 93;68113;Guémar;68;Haut-Rhin;44;Grand Est;CR87;;;;;;;;A2160100;A2--0100;;2;Station qualité située sur un cours d'eau;;1967-01-01;;2022-05-13;;LA FECHT À GUEMAR;0;Nature de la station inconnue;175;;;;516.5
02022465;LE HORGIESSEN À SÉLESTAT (AVAL);;1029517;6803378;26;RGF93 / Lambert 93;67462;Sélestat;67;Bas-Rhin;44;Grand Est;CR107;;;;;;;;A2210400;A2210400;;2;Station qualité située sur un cours d'eau;;2005-01-01;2022-12-31;2021-09-06;;LE HORGIESSEN À SÉLESTAT (AVAL);0;Nature de la station inconnue;172;;;;
02022670;LE FORSTLACH À SELESTAT (ILLWALD);;1030589;6800712;26;RGF93 / Lambert 93;67462;Sélestat;67;Bas-Rhin;44;Grand Est;CR109;;;;;;;;A2220712;A2220712;;2;Station qualité située sur un cours d'eau;;2008-01-01;2026-12-31;2022-01-28;;LE FORSTLACH À SELESTAT (ILLWALD);0;Nature de la station inconnue;172;;;;
02022675;LE KRUMMLACH À SELESTAT (ILLWALD);;1030486;6800727;26;RGF93 / Lambert 93;67462;Sélestat;67;Bas-Rhin;44;Grand Est;CR110;;;;;;;;A2220742;A2220742;;2;Station qualité située sur un cours d'eau;Risque d'assec estival (juillet-août);2008-01-01;2027-12-31;2022-11-21;;LE KRUMMLACH À SELESTAT (ILLWALD);0;Nature de la station inconnue;172;;;;
02023000;LE GIESSEN À THANVILLE;;1022210;6810951;26;RGF93 / Lambert 93;67490;Thanvillé;67;Bas-Rhin;44;Grand Est;CR112;;;;;;;;A2310200;A23-0200;;2;Station qualité située sur un cours d'eau;;1971-01-01;;2022-04-06;;LE GIESSEN À THANVILLE;0;Nature de la station inconnue;231;;;;102.09
02024000;LA LIEPVRETTE À HURST;;1022148;6806415;26;RGF93 / Lambert 93;67505;La Vancelle;67;Bas-Rhin;44;Grand Est;CR117;;;;;;;;A2340210;A23-0210;;2;Station qualité située sur un cours d'eau;;1967-01-01;;2023-03-14;;LA LIEPVRETTE À HURST;0;Nature de la station inconnue;227;;;;124.8
02025100;LE GIESSEN À EBERSHEIM;;1034280;6807961;26;RGF93 / Lambert 93;67115;Ebersheim;67;Bas-Rhin;44;Grand Est;CR114;;;;;;;;A2350200;A23-0200;;2;Station qualité située sur un cours d'eau;;1997-01-01;;2023-02-03;;LE GIESSEN À EBERSHEIM;0;Nature de la station inconnue;166;;;;273.5
02025200;LE MAERDERGRABEN À EBERSMUNSTER (WILLERHOF);;1036211;6808749;26;RGF93 / Lambert 93;67116;Ebersmunster;67;Bas-Rhin;44;Grand Est;CR121;;;;;;;;A2360692;A2360692;;2;Station qualité située sur un cours d'eau;Risque d'assec estival (juin-août);2008-01-01;2027-12-31;2023-09-25;;LE MAERDERGRABEN À EBERSMUNSTER (WILLERHOF);0;Nature de la station inconnue;165;;;;
02025700;LA LUTTER À BENFELD;;1040223;6815417;26;RGF93 / Lambert 93;67216;Huttenheim;67;Bas-Rhin;44;Grand Est;CR702;;;;;;;;A2360870;A2360870;;2;Station qualité située sur un cours d'eau;;2005-01-01;;2021-12-01;;LA LUTTER À BENFELD;0;Nature de la station inconnue;159;;;;
02026200;LA ZEMBS À HILSENHEIM;;1039651;6812047;26;RGF93 / Lambert 93;67196;Hilsenheim;67;Bas-Rhin;44;Grand Est;CR123;;;;;;;;A2400200;A24-0200;;2;Station qualité située sur un cours d'eau;Station devenue RRP en 2018 en remplacement de la station de du BRUNNENWASSER À ILLHAEUSERN (NEULAND) 02021700 décision (Comité de pilotage du 12/10/2017).;2006-01-01;;2023-09-15;;LA ZEMBS À HILSENHEIM;0;Nature de la station inconnue;162;;;;
02026500;LA ZEMBS À KRAFFT;;1047610;6823557;26;RGF93 / Lambert 93;67130;Erstein;67;Bas-Rhin;44;Grand Est;CR123;;;;;;;;A2420200;A24-0200;;2;Station qualité située sur un cours d'eau;;1986-01-01;;2019-11-06;;LA ZEMBS À KRAFFT;0;Nature de la station inconnue;151;;;;87.5
02028000;L'ANDLAU À ANDLAU;;1025734;6819590;26;RGF93 / Lambert 93;67010;Andlau;67;Bas-Rhin;44;Grand Est;CR125;;;;;;;;A2510200;A25-0200;;2;Station qualité située sur un cours d'eau;;1971-01-01;;2022-08-03;;L'ANDLAU À ANDLAU;0;Nature de la station inconnue;266;;;;37.41
02028300;LA SCHERNETZ À EPFIG;;1030335;6813582;26;RGF93 / Lambert 93;67125;Epfig;67;Bas-Rhin;44;Grand Est;CR127;;;;;;;;A2550630;A2550630;;2;Station qualité située sur un cours d'eau;;2000-01-01;;2021-12-01;;LA SCHERNETZ À EPFIG;0;Nature de la station inconnue;180;;;;
02028500;LA SCHEER À BOLSENHEIM;;1040772;6823837;26;RGF93 / Lambert 93;67054;Bolsenheim;67;Bas-Rhin;44;Grand Est;CR127;;;;;;;;A2560212;A25-0212;;2;Station qualité située sur un cours d'eau;;1997-01-01;;2023-01-17;;LA SCHEER À BOLSENHEIM;0;Nature de la station inconnue;155;;;;112
02029000;L'ANDLAU À FEGERSHEIM;;1045991;6831515;26;RGF93 / Lambert 93;67137;Fegersheim;67;Bas-Rhin;44;Grand Est;CR126;;;;;;;;A2570200;A25-0200;;2;Station qualité située sur un cours d'eau;;1971-01-01;;2022-04-04;;L'ANDLAU À FEGERSHEIM;0;Nature de la station inconnue;148;;;;300.8
02029160;L'EHN À BOERSCH;;1023093;6826224;26;RGF93 / Lambert 93;67052;Bœrsch;67;Bas-Rhin;44;Grand Est;CR131;;;;;;;;A2600200;A26-0200;;2;Station qualité située sur un cours d'eau;;2005-01-01;;2021-12-01;;L'EHN À BOERSCH;0;Nature de la station inconnue;395;;;;9.56
02030200;L'EHN À MEISTRATZHEIM;;1036432;6827144;26;RGF93 / Lambert 93;67286;Meistratzheim;67;Bas-Rhin;44;Grand Est;CR132;;;;;;;;A2610200;A26-0200;;2;Station qualité située sur un cours d'eau;Station sélectionnée dans le sous-réseau "RCS pesticides 25%";2000-01-01;;2023-04-04;;L'EHN À MEISTRATZHEIM;0;Nature de la station inconnue;155;;;;70.97
02030310;LE ROSENMEER À INNENHEIM;;1037216;6831507;26;RGF93 / Lambert 93;67223;Innenheim;67;Bas-Rhin;44;Grand Est;CR135;;;;;;;;A2620300;A2620300;;2;Station qualité située sur un cours d'eau;;2000-01-01;;2020-05-25;;LE ROSENMEER À INNENHEIM;0;Nature de la station inconnue;155;;;;20.6
02030500;L'EHN À GEISPOLSHEIM (B);;1045931;6833960;26;RGF93 / Lambert 93;67152;Geispolsheim;67;Bas-Rhin;44;Grand Est;CR134;;;;;;;;A2630200;A26-0200;;2;Station qualité située sur un cours d'eau;;1993-01-01;;2023-04-04;;L'EHN À GEISPOLSHEIM (B);0;Nature de la station inconnue;144;;;;166
02031400;LA BRUCHE À SAINT-BLAISE-LA-ROCHE;;1007343;6819627;26;RGF93 / Lambert 93;67436;Saulxures;67;Bas-Rhin;44;Grand Est;CR88;;;;;;;;A2700110;A2--0110;;2;Station qualité située sur un cours d'eau;;1991-01-01;;2023-03-14;;LA BRUCHE À SAINT-BLAISE-LA-ROCHE;0;Nature de la station inconnue;426;;;;37.96
02031650;LE NETZENBACH À LUTZELHOUSE;;1012262;6832404;26;RGF93 / Lambert 93;67276;Lutzelhouse;67;Bas-Rhin;44;Grand Est;CR141;;;;;;;;A2730530;A2730530;;2;Station qualité située sur un cours d'eau;;2005-01-01;;2023-02-17;;LE NETZENBACH À LUTZELHOUSE;0;Nature de la station inconnue;340;;;;16.36
02032000;LA BRUCHE À GRESSWILLER;;1027372;6835313;26;RGF93 / Lambert 93;67313;Mutzig;67;Bas-Rhin;44;Grand Est;CR90;;;;;;;;A2760110;A2--0110;;2;Station qualité située sur un cours d'eau;;1971-01-01;;2021-12-01;;LA BRUCHE À GRESSWILLER;0;Nature de la station inconnue;193;;;;434.06
02035000;LA MOSSIG À SOULTZ-LES-BAINS;;1030984;6839706;26;RGF93 / Lambert 93;67473;Soultz-les-Bains;67;Bas-Rhin;44;Grand Est;CR146;;;;;;;;A2840200;A28-0200;;2;Station qualité située sur un cours d'eau;;1971-01-01;;2022-04-04;;LA MOSSIG À SOULTZ-LES-BAINS;0;Nature de la station inconnue;171;;;;167.6
02035750;LE BRAS D'ALTORF À DUPPIGHEIM;;1038982;6835396;26;RGF93 / Lambert 93;67108;Duppigheim;67;Bas-Rhin;44;Grand Est;CR147;;;;;;;;A2850752;A2850752;;2;Station qualité située sur un cours d'eau;;2002-01-01;2022-12-31;2020-04-08;;LE BRAS D'ALTORF À DUPPIGHEIM;0;Nature de la station inconnue;158;;;;
02036000;LA BRUCHE À HOLTZHEIM;;1042006;6838801;26;RGF93 / Lambert 93;67212;Holtzheim;67;Bas-Rhin;44;Grand Est;CR91;;;;;;;;A2860110;A2--0110;;2;Station qualité située sur un cours d'eau;;1967-01-01;;2023-03-16;;LA BRUCHE À HOLTZHEIM;0;Nature de la station inconnue;149;;;;492.8
02037400;LA SOUFFEL À MUNDOLSHEIM (AMONT);;1046388;6848472;26;RGF93 / Lambert 93;67309;Mundolsheim;67;Bas-Rhin;44;Grand Est;CR151;;;;;;;;A2920200;A29-0200;;2;Station qualité située sur un cours d'eau;;1986-09-01;;2023-03-16;;LA SOUFFEL À MUNDOLSHEIM (AMONT);0;Nature de la station inconnue;142;;;;70.55
02037500;LA SOUFFEL À MUNDOLSHEIM;;1048030;6848205;26;RGF93 / Lambert 93;67309;Mundolsheim;67;Bas-Rhin;44;Grand Est;CR151;;;;;;;;A2930200;A29-0200;;2;Station qualité située sur un cours d'eau;;1986-01-01;;2023-09-25;;LA SOUFFEL À MUNDOLSHEIM;0;Nature de la station inconnue;141;;;;122
